SO_0159,SO_0159,Dispensable
SO_0160,SO_0160,Dispensable
SO_0162,pckA,Dispensable
SO_0163,hslO,Dispensable
SO_0164,hslR,Dispensable
SO_0165,gspC,Dispensable
SO_0166,gspD,Dispensable
SO_0167,gspE,Dispensable
SO_0168,gspF,Dispensable
SO_0169,gspG,Dispensable
SO_0170,gspH,Dispensable
SO_0171,gspI,Dispensable
SO_0172,gspJ,Dispensable
SO_0173,gspK,Dispensable
SO_0174,gspL,Essential
SO_0175,gspM,Dispensable
SO_0176,gspN,Dispensable
SO_0177,yrfG,Dispensable
SO_0179,SO_0179,Dispensable
SO_0180,phyH,Dispensable
SO_0181,SO_0181,Dispensable
SO_0182,SO_0182,Dispensable
SO_0183,SO_0183,Dispensable
SO_0184,SO_0184,Dispensable
SO_0185,SO_0185,Dispensable
SO_0186,SO_0186,Dispensable
SO_0187,SO_0187,Dispensable
SO_0188,SO_0188,Dispensable
SO_0189,SO_0189,Dispensable
SO_0190,nudE,Dispensable
SO_0191,cysQ,Dispensable
SO_0192,SO_0192,Dispensable
SO_0193,SO_0193,Dispensable
SO_0194,SO_0194,Dispensable
SO_0195,selU,Dispensable
SO_0196,selD,Dispensable
SO_0197,oel1,Dispensable
SO_0198,fabR,Dispensable
SO_0201,tnpA,Dispensable
SO_0202,SO_0202,Dispensable
SO_0203,SO_0203,Dispensable
SO_0204,SO_0204,Dispensable
SO_0205,SO_0205,Dispensable
SO_0206,trmA,Dispensable
SO_0207,murI,Essential
SO_0208,SO_0208,Dispensable
SO_r004,rrsB,Dispensable
SO_t003,SO_t003,Dispensable
SO_t004,SO_t004,Dispensable
SO_r005,rrlB,Dispensable
SO_r006,rrfB,Dispensable
SO_0211,tnpA,Dispensable
SO_0213,murB,Essential
SO_0214,birA,Essential
SO_0215,coaA,Essential
SO_t005,SO_t005,Dispensable
SO_t006,SO_t006,Dispensable
SO_t007,SO_t007,Dispensable
SO_t008,SO_t008,Dispensable
SO_0217,tufB,Dispensable
SO_0218,secE,Essential
SO_0219,nusG,Essential
SO_0220,rplK,Essential
SO_0221,rplA,Essential
SO_0222,rplJ,Essential
SO_0223,rplL,Essential
SO_0224,rpoB,Essential
SO_0225,rpoC,Essential
SO_0226,rpsL,Essential
SO_0227,rpsG,Essential
SO_0228,fusA,Essential
SO_0229,tufA,Dispensable
SO_0230,rpsJ,Essential
SO_0231,rplC,Essential
SO_0232,rplD,Essential
SO_0233,rplW,Essential
SO_0234,rplB,Essential
SO_0235,rpsS,Essential
SO_0236,rplV,Essential
SO_0237,rpsC,Essential
SO_0238,rplP,Essential
SO_0239,rpmC,Essential
SO_0240,rpsQ,Essential
SO_0241,rplN,Essential
SO_0242,rplX,Essential
SO_0243,rplE,Essential
SO_0244,rpsN,Essential
SO_0245,rpsH,Essential
SO_0246,rplF,Essential
SO_0247,rplR,Essential
SO_0248,rpsE,Essential
SO_0249,rpmD,Essential
SO_0250,rplO,Essential
SO_0251,secY,Essential
SO_0252,rpmJ,Dispensable
SO_0253,rpsM,Essential
SO_0254,rpsK,Essential
SO_0255,rpsD,Essential
SO_0256,rpoA,Essential
SO_0257,rplQ,Essential
SO_0258,tnpA,Dispensable
SO_0259,ccmE,Essential
SO_0260,ccmD,Dispensable
SO_0261,ccmC,Dispensable
SO_0262,ccmB,Dispensable
SO_0263,ccmA,Dispensable
SO_0264,scyA,Dispensable
SO_0265,ccmI,Dispensable
SO_0266,ccmF,Dispensable
SO_0267,ccmG,Dispensable
SO_0268,ccmH,Dispensable
SO_0269,SO_0269,Dispensable
SO_r007,rrsC,Dispensable
SO_r008,rrlC,Dispensable
SO_r009,rrfC,Dispensable
SO_0272,pncC,Dispensable
SO_0273,SO_0273,Dispensable
SO_0274,ppc,Dispensable
SO_0275,argC,Dispensable
SO_0276,argB,Dispensable
SO_0277,argF,Dispensable
SO_0278,argG,Dispensable
SO_0279,argH,Dispensable
SO_0280,mcrA,Dispensable
SO_0281,pilM,Dispensable
SO_0282,pilN,Dispensable
SO_0283,pilO,Dispensable
SO_0284,pilP,Dispensable
SO_0285,pilQ,Dispensable
SO_0286,aroK,Essential
SO_0287,aroB,Dispensable
SO_0288,damX,Dispensable
SO_0289,dam,Dispensable
SO_0290,SO_0290,Dispensable
SO_0291,SO_0291,Dispensable
SO_0292,rpe,Essential
SO_0293,gph,Dispensable
SO_0294,trpS,Essential
SO_0295,SO_0295,Dispensable
SO_0296,SO_0296,Dispensable
SO_0297,SO_0297,Dispensable
SO_0298,gmhA,Dispensable
SO_0299,SO_0299,Dispensable
SO_0300,lppC,Dispensable
SO_0301,rsmI,Dispensable
SO_m001,rnpB,Dispensable
SO_0302,SO_0302,Dispensable
SO_0304,SO_0304,Dispensable
SO_0306,SO_0306,Dispensable
SO_0308,SO_0308,Dispensable
SO_0309,SO_0309,Dispensable
SO_0311,ygiQ,Dispensable
SO_0312,SO_0312,Dispensable
SO_0313,potE,Dispensable
SO_0314,speF,Dispensable
SO_4761,SO_4761,Dispensable
SO_0316,ybcL,Dispensable
SO_0317,SO_0317,Dispensable
SO_0318,SO_0318,Dispensable
SO_0319,SO_0319,Dispensable
SO_0320,SO_0320,Dispensable
SO_0321,SO_0321,Dispensable
SO_0322,SO_0322,Dispensable
SO_0323,SO_0323,Dispensable
SO_0324,ygbA,Dispensable
SO_0325,ychN,Dispensable
SO_0326,SO_0326,Dispensable
SO_0329,SO_0329,Dispensable
SO_0330,SO_0330,Dispensable
SO_0331,SO_0331,Dispensable
SO_0332,rdoA,Dispensable
SO_0333,dsbA,Dispensable
SO_0334,SO_0334,Dispensable
SO_0335,zapB,Essential
SO_0336,SO_0336,Dispensable
SO_0337,SO_0337,Dispensable
SO_0338,SO_0338,Dispensable
SO_0339,rofA,Dispensable
SO_0340,ilvE,Dispensable
SO_0341,SO_0341,Dispensable
SO_0342,prpF,Dispensable
SO_0343,acnD,Dispensable
SO_0344,prpC,Dispensable
SO_0345,prpB,Dispensable
SO_0346,prpR,Dispensable
SO_0347,SO_0347,Dispensable
SO_0348,SO_0348,Dispensable
SO_0349,yifB,Dispensable
SO_0350,SO_0350,Dispensable
SO_0351,SO_0351,Dispensable
SO_0352,SO_0352,Dispensable
SO_0353,SO_0353,Dispensable
SO_0354,yrbG,Dispensable
SO_0355,SO_0355,Dispensable
SO_0357,SO_0357,Dispensable
SO_0356,tnpA,Dispensable
SO_0358,SO_0358,Dispensable
SO_0359,spoT,Essential
SO_0360,rpoZ,Dispensable
SO_0361,gmk,Essential
SO_0362,SO_0362,Dispensable
SO_0363,SO_0363,Dispensable
SO_0364,SO_0364,Dispensable
SO_0365,SO_0365,Dispensable
SO_0366,SO_0366,Dispensable
SO_0367,SO_0367,Dispensable
SO_0368,res,Dispensable
SO_0369,SO_0369,Dispensable
SO_0370,SO_0370,Dispensable
SO_0371,SO_0371,Dispensable
SO_0372,yjjG,Dispensable
SO_0373,SO_0373,Dispensable
SO_0375,tnpA,Dispensable
SO_4817,SO_4817,Dispensable
SO_0377,SO_0377,Dispensable
SO_0378,tnpA,Dispensable
SO_0379,SO_0379,Dispensable
SO_0380,hsdR,Dispensable
SO_0381,SO_0381,Dispensable
SO_0382,hsdS,Dispensable
SO_0383,hsdM,Dispensable
SO_0384,SO_0384,Dispensable
SO_4831,SO_4831,Dispensable
SO_0386,SO_0386,Dispensable
SO_0387,SO_0387,Dispensable
SO_0388,SO_0388,Dispensable
SO_0389,SO_0389,Dispensable
SO_0390,SO_0390,Dispensable
SO_4762,SO_4762,Dispensable
SO_0391,SO_0391,Dispensable
SO_0392,SO_0392,Dispensable
SO_0393,fis,Dispensable
SO_0394,dusB,Dispensable
SO_0395,prmA,Dispensable
SO_0396,frdC,Dispensable
SO_0397,frdC,Dispensable
SO_0398,frdA,Dispensable
SO_0399,frdB,Dispensable
SO_0400,SO_0400,Dispensable
SO_0401,SO_0401,Dispensable
SO_0402,SO_0402,Dispensable
SO_0403,SO_0403,Dispensable
SO_0404,SO_0404,Dispensable
SO_0405,rho,Essential
SO_0406,trxA,Dispensable
SO_0407,rhlB,Dispensable
SO_0408,gppA,Dispensable
SO_0409,SO_0409,Dispensable
SO_0410,mutT,Dispensable
SO_0411,yacG,Dispensable
SO_0412,yacF,Dispensable
SO_0413,coaE,Essential
SO_0414,pilD,Dispensable
SO_0415,pilC,Dispensable
SO_0416,pilB,Dispensable
SO_0417,pilA,Dispensable
SO_0419,nadC,Dispensable
SO_0421,ampD,Dispensable
SO_0422,ampE,Dispensable
SO_0423,pdhR,Dispensable
SO_0424,aceE,Dispensable
SO_0425,aceF,Dispensable
SO_0426,lpdA,Essential
SO_0427,SO_0427,Dispensable
SO_0428,plpD,Dispensable
SO_0429,pepO,Dispensable
SO_0430,SO_0430,Dispensable
SO_0431,yniC,Dispensable
SO_0432,acnB,Essential
SO_0433,rsd,Dispensable
SO_0435,hemE,Essential
SO_0437,SO_0437,Dispensable
SO_0438,SO_0438,Dispensable
SO_0439,SO_0439,Dispensable
SO_0440,SO_0440,Dispensable
SO_0441,purD,Dispensable
SO_0442,purH,Dispensable
SO_0443,zntR,Dispensable
SO_0444,SO_0444,Dispensable
SO_0445,SO_0445,Dispensable
SO_0447,SO_0447,Dispensable
SO_0448,SO_0448,Dispensable
SO_0449,SO_0449,Dispensable
SO_0450,SO_0450,Dispensable
SO_0452,trxC,Essential
SO_0453,fklB,Dispensable
SO_0454,SO_0454,Dispensable
SO_0455,SO_0455,Dispensable
SO_0456,SO_0456,Dispensable
SO_0458,SO_0458,Dispensable
SO_0459,SO_0459,Dispensable
SO_0461,SO_0461,Dispensable
SO_0462,SO_0462,Dispensable
SO_0463,SO_0463,Dispensable
SO_0464,SO_0464,Dispensable
SO_0466,SO_0466,Dispensable
SO_4763,SO_4763,Dispensable
SO_0467,uvrD,Dispensable
SO_0468,ubiA,Essential
SO_4764,SO_4764,Dispensable
SO_0470,SO_0470,Dispensable
SO_0471,SO_0471,Dispensable
SO_0472,SO_0472,Dispensable
SO_0473,cdd1,Dispensable
SO_0474,SO_0474,Dispensable
SO_0476,sirH,Dispensable
SO_0477,sirF,Dispensable
SO_0478,sirE,Dispensable
SO_0479,sirA,Dispensable
SO_0480,sirB,Dispensable
SO_0481,sirI,Dispensable
SO_0482,sirG,Dispensable
SO_0483,sirC,Dispensable
SO_0484,sirD,Dispensable
SO_0485,nosL,Dispensable
SO_0486,nosD,Dispensable
SO_0487,nosF,Dispensable
SO_0488,nosY,Dispensable
SO_0490,SO_0490,Dispensable
SO_0491,SO_0491,Dispensable
SO_0492,SO_0492,Dispensable
SO_4765,SO_4765,Dispensable
SO_4766,SO_4766,Dispensable
SO_0494,tnpA,Dispensable
SO_4767,SO_4767,Dispensable
SO_0496,SO_0496,Dispensable
SO_0497,SO_0497,Dispensable
SO_0499,SO_0499,Dispensable
SO_0500,SO_0500,Dispensable
SO_0501,SO_0501,Dispensable
SO_0502,SO_0502,Dispensable
SO_0503,arsP,Dispensable
SO_0504,fre,Dispensable
SO_0505,SO_0505,Dispensable
SO_0506,ubiD,Dispensable
SO_0508,SO_0508,Dispensable
SO_0510,SO_0510,Dispensable
SO_0511,accB,Dispensable
SO_0512,aroQ,Dispensable
SO_0513,yaeJ,Dispensable
SO_0514,SO_0514,Dispensable
SO_0515,SO_0515,Dispensable
SO_0516,SO_0516,Dispensable
SO_0518,SO_0518,Dispensable
SO_0519,SO_0519,Dispensable
SO_0520,SO_0520,Dispensable
SO_0521,SO_0521,Dispensable
SO_0522,mscL,Dispensable
SO_0523,SO_0523,Dispensable
SO_0524,rmrA,Dispensable
SO_0525,rmrB,Dispensable
SO_0526,elaA,Essential
SO_0527,SO_0527,Dispensable
SO_0528,SO_0528,Dispensable
SO_0529,trpI,Dispensable
SO_0530,SO_0530,Dispensable
SO_0532,arsR,Dispensable
SO_0533,arsC2,Dispensable
SO_0534,SO_0534,Dispensable
SO_0535,SO_0535,Dispensable
SO_0536,SO_0536,Dispensable
SO_0538,gapA,Dispensable
SO_0539,SO_0539,Dispensable
SO_0540,SO_0540,Dispensable
SO_0541,SO_0541,Dispensable
SO_0542,SO_0542,Dispensable
SO_0543,SO_0543,Dispensable
SO_0544,SO_0544,Dispensable
SO_4768,SO_4768,Dispensable
SO_0545,SO_0545,Dispensable
SO_0546,rimK,Dispensable
SO_0547,SO_0547,Dispensable
SO_0548,SO_0548,Dispensable
SO_0549,SO_0549,Dispensable
SO_0550,SO_0550,Dispensable
SO_0551,SO_0551,Dispensable
SO_0552,SO_0552,Dispensable
SO_0553,SO_0553,Dispensable
SO_0554,SO_0554,Dispensable
SO_0555,SO_0555,Dispensable
SO_0556,SO_0556,Dispensable
SO_0557,gumN,Dispensable
SO_0558,smtA,Dispensable
SO_0559,SO_0559,Dispensable
SO_0560,fhs,Dispensable
SO_0561,SO_0561,Dispensable
SO_0562,SO_0562,Dispensable
SO_0563,SO_0563,Dispensable
SO_4820,SO_4820,Dispensable
SO_0564,SO_0564,Dispensable
SO_0565,znuA,Dispensable
SO_0566,znuB,Dispensable
SO_0567,plsC,Dispensable
SO_0568,rraB,Dispensable
SO_0569,SO_0569,Dispensable
SO_0570,cheC,Dispensable
SO_0572,SO_0572,Dispensable
SO_0573,SO_0573,Dispensable
SO_0575,rapA,Dispensable
SO_0576,SO_0576,Dispensable
SO_0577,arcS,Dispensable
SO_0578,SO_0578,Dispensable
SO_0579,SO_0579,Dispensable
SO_0581,SO_0581,Dispensable
SO_0582,tpmT,Dispensable
SO_0583,bfd,Dispensable
SO_0584,SO_0584,Dispensable
SO_0585,SO_0585,Dispensable
SO_0586,SO_0586,Dispensable
SO_0587,SO_0587,Dispensable
SO_0588,SO_0588,Dispensable
SO_0589,SO_0589,Dispensable
SO_0590,psd,Dispensable
SO_0591,rsgA,Essential
SO_0592,orn,Essential
SO_t009,SO_t009,Dispensable
SO_t010,SO_t010,Dispensable
SO_t011,SO_t011,Dispensable
SO_t012,SO_t012,Dispensable
SO_0595,SO_0595,Dispensable
SO_0596,tnpA,Dispensable
SO_0598,yjeF,Dispensable
SO_0599,yjeE,Essential
SO_0600,amiB,Essential
SO_0601,mutL,Dispensable
SO_0602,miaA,Essential
SO_0603,hfq,Essential
SO_0604,hflX,Dispensable
SO_0605,hflK,Dispensable
SO_0606,hflC,Dispensable
SO_0608,petA,Dispensable
SO_0609,petB,Dispensable
SO_0610,petC,Dispensable
SO_0611,sspA,Dispensable
SO_0612,sspB,Dispensable
SO_0613,pabA,Dispensable
SO_0614,SO_0614,Dispensable
SO_0615,SO_0615,Dispensable
SO_0616,SO_0616,Dispensable
SO_0617,argD,Dispensable
SO_0618,astA,Dispensable
SO_0619,astD,Dispensable
SO_0620,SO_0620,Dispensable
SO_0621,SO_0621,Dispensable
SO_0622,SO_0622,Dispensable
SO_0623,SO_0623,Dispensable
SO_0624,crp,Dispensable
SO_0625,SO_0625,Dispensable
SO_0627,ligT,Dispensable
SO_0628,SO_0628,Dispensable
SO_0630,nosA,Dispensable
SO_0632,hrpB,Dispensable
SO_0633,mrcB,Dispensable
SO_0635,ppiC,Dispensable
SO_0636,SO_0636,Dispensable
SO_0637,SO_0637,Dispensable
SO_0639,SO_0639,Dispensable
SO_0640,SO_0640,Dispensable
SO_0641,SO_0641,Dispensable
SO_4769,ner,Dispensable
SO_0643,tnpA,Dispensable
SO_0644,tnpA,Dispensable
SO_0645,SO_0645,Dispensable
SO_0646,SO_0646,Dispensable
SO_0647,kil,Dispensable
SO_0648,SO_0648,Dispensable
SO_0649,SO_0649,Dispensable
SO_0650,SO_0650,Dispensable
SO_0651,gemA,Dispensable
SO_0652,mor,Dispensable
SO_0653,SO_0653,Dispensable
SO_0654,SO_0654,Dispensable
SO_0655,SO_0655,Dispensable
SO_0656,tnpA,Dispensable
SO_0658,E18,Dispensable
SO_0659,SO_0659,Dispensable
SO_0660,SO_0660,Dispensable
SO_0661,com,Dispensable
SO_0662,SO_0662,Dispensable
SO_0663,gp26,Dispensable
SO_0664,SO_0664,Dispensable
SO_0665,gpD,Dispensable
SO_0666,gpE,Dispensable
SO_0667,SO_0667,Dispensable
SO_0668,gpF,Dispensable
SO_4832,SO_4832,Dispensable
SO_0669,gpG,Dispensable
SO_0670,SO_0670,Dispensable
SO_0671,SO_0671,Dispensable
SO_0672,SO_0672,Dispensable
SO_0673,SO_0673,Dispensable
SO_0674,SO_0674,Dispensable
SO_0675,SO_0675,Dispensable
SO_0676,SO_0676,Dispensable
SO_0677,SO_0677,Dispensable
SO_0678,SO_0678,Dispensable
SO_0679,SO_0679,Dispensable
SO_0680,SO_0680,Dispensable
SO_0681,SO_0681,Dispensable
SO_0682,SO_0682,Dispensable
SO_0683,SO_0683,Dispensable
SO_0685,tnpA,Dispensable
SO_0687,SO_0687,Dispensable
SO_0688,SO_0688,Dispensable
SO_0689,SO_0689,Dispensable
SO_0690,SO_0690,Dispensable
SO_0691,SO_0691,Dispensable
SO_0693,galM,Dispensable
SO_0694,galK,Dispensable
SO_0695,SO_0695,Dispensable
SO_0696,dsbD,Dispensable
SO_0697,cutA,Dispensable
SO_0698,fsxA,Dispensable
SO_0699,SO_0699,Dispensable
SO_0701,SO_0701,Dispensable
SO_0702,SO_0702,Dispensable
SO_0703,groES,Essential
SO_0704,groEL,Essential
SO_0705,SO_0705,Dispensable
SO_0706,SO_0706,Dispensable
SO_0709,SO_0709,Dispensable
SO_0708,tnpA,Dispensable
SO_0710,SO_0710,Dispensable
SO_4770,SO_4770,Dispensable
SO_0714,SO_0714,Dispensable
SO_0715,sorA,Dispensable
SO_0716,sorB,Dispensable
SO_0717,SO_0717,Dispensable
SO_0718,SO_0718,Dispensable
SO_0719,SO_0719,Dispensable
SO_0720,SO_0720,Dispensable
SO_0721,SO_0721,Dispensable
SO_0725,katG,Dispensable
SO_0726,phrA,Dispensable
SO_0727,SO_0727,Dispensable
SO_0728,SO_0728,Dispensable
SO_0730,SO_0730,Dispensable
SO_0731,tnpA,Dispensable
SO_0732,SO_0732,Dispensable
SO_0733,SO_0733,Dispensable
SO_0734,SO_0734,Dispensable
SO_0735,SO_0735,Dispensable
SO_0736,SO_0736,Dispensable
SO_0737,nicT,Dispensable
SO_0738,SO_0738,Dispensable
SO_0739,SO_0739,Dispensable
SO_0740,SO_0740,Dispensable
SO_0741,ggtB,Dispensable
SO_0742,fbpC,Dispensable
SO_0743,fbpB,Dispensable
SO_0744,fbpA,Dispensable
SO_0745,SO_0745,Dispensable
SO_0746,SO_0746,Dispensable
SO_0747,fpr,Dispensable
SO_0748,SO_0748,Dispensable
SO_0749,SO_0749,Dispensable
SO_0750,glsF,Dispensable
SO_0752,SO_0752,Dispensable
SO_0753,SO_0753,Dispensable
SO_0754,atmA,Dispensable
SO_0755,SO_0755,Dispensable
SO_0756,aroG,Dispensable
SO_0757,SO_0757,Dispensable
SO_0758,SO_0758,Dispensable
SO_0760,SO_0760,Dispensable
SO_0761,glnK,Dispensable
SO_0762,SO_0762,Dispensable
SO_0764,SO_0764,Dispensable
SO_0765,SO_0765,Dispensable
SO_0766,SO_0766,Dispensable
SO_4771,SO_4771,Dispensable
SO_0767,SO_0767,Dispensable
SO_0768,SO_0768,Dispensable
SO_0769,argR,Essential
SO_0770,mdh,Dispensable
SO_0771,SO_0771,Dispensable
SO_0772,folM,Dispensable
SO_0773,tnpA,Dispensable
SO_0774,ygfA,Dispensable
SO_m002,ssrS,Dispensable
SO_0775,zapA,Dispensable
SO_0776,SO_0776,Essential
SO_0777,ubiH,Essential
SO_0778,visC,Essential
SO_0779,gcvT,Dispensable
SO_0780,gcvH,Dispensable
SO_0781,gcvP,Dispensable
SO_0782,SO_0782,Dispensable
SO_0783,SO_0783,Dispensable
SO_0784,SO_0784,Dispensable
SO_0786,SO_0786,Dispensable
SO_0787,SO_0787,Dispensable
SO_0788,SO_0788,Dispensable
SO_0789,SO_0789,Dispensable
SO_0790,SO_0790,Dispensable
SO_0792,rrf,Dispensable
SO_0793,SO_0793,Dispensable
SO_0795,ycaO,Dispensable
SO_0796,SO_0796,Dispensable
SO_0797,SO_0797,Dispensable
SO_0798,SO_0798,Dispensable
SO_0799,SO_0799,Dispensable
SO_0801,SO_0801,Dispensable
SO_0802,SO_0802,Dispensable
SO_0804,SO_0804,Dispensable
SO_0805,SO_0805,Dispensable
SO_0806,phoD,Dispensable
SO_0807,SO_0807,Dispensable
SO_0808,SO_0808,Dispensable
SO_0809,azu,Dispensable
SO_0810,rbsK,Dispensable
SO_0811,rihA,Dispensable
SO_0812,SO_0812,Dispensable
SO_0813,SO_0813,Dispensable
SO_0815,btuB,Dispensable
SO_0816,SO_0816,Dispensable
SO_0817,metR,Essential
SO_0818,metE,Dispensable
SO_0819,tnpA,Dispensable
SO_0820,macA,Dispensable
SO_0821,macB,Dispensable
SO_0822,macC,Dispensable
SO_0823,SO_0823,Dispensable
SO_0824,SO_0824,Dispensable
SO_0826,SO_0826,Dispensable
SO_0827,SO_0827,Dispensable
SO_0828,rsmC,Dispensable
SO_0830,phoA,Dispensable
SO_0831,gshB,Dispensable
SO_0832,rsmE,Dispensable
SO_0833,endA,Dispensable
SO_0834,sprT,Dispensable
SO_0835,SO_0835,Dispensable
SO_0837,blaA,Dispensable
SO_0839,SO_0839,Dispensable
SO_0840,accADCB,Essential
SO_0841,SO_0841,Dispensable
SO_0842,SO_0842,Essential
SO_0843,SO_0843,Dispensable
SO_0844,SO_0844,Dispensable
SO_0845,napB,Dispensable
SO_0846,napH,Dispensable
SO_0847,napG,Dispensable
SO_0848,napA,Dispensable
SO_0849,napD,Dispensable
SO_0850,SO_0850,Dispensable
SO_0851,SO_0851,Dispensable
SO_0852,SO_0852,Dispensable
SO_0853,SO_0853,Dispensable
SO_0854,SO_0854,Dispensable
SO_0855,attH,Dispensable
SO_0856,attFG,Dispensable
SO_0857,attE,Dispensable
SO_0858,glyP,Dispensable
SO_0859,SO_0859,Dispensable
SO_0860,SO_0860,Dispensable
SO_0861,ygfZ,Essential
SO_0862,serA,Dispensable
SO_0863,yjdF,Dispensable
SO_0864,csgD,Dispensable
SO_0865,csgA,Dispensable
SO_0866,csgB,Dispensable
SO_0867,SO_0867,Dispensable
SO_0868,SO_0868,Dispensable
SO_0869,panC,Essential
SO_0870,panB,Dispensable
SO_0871,folK,Essential
SO_0872,pcnB,Dispensable
SO_0873,yadB,Dispensable
SO_0874,dksA,Dispensable
SO_0875,sfsA,Dispensable
SO_0876,pepB,Dispensable
SO_0877,SO_0877,Dispensable
SO_0878,SO_0878,Dispensable
SO_0879,SO_0879,Dispensable
SO_0880,yheT,Dispensable
SO_0881,SO_0881,Dispensable
SO_0882,SO_0882,Dispensable
SO_0883,gfaA,Dispensable
SO_0884,SO_0884,Dispensable
SO_0885,yheS,Dispensable
SO_0886,SO_0886,Dispensable
SO_0887,aguA,Dispensable
SO_0888,aguB,Dispensable
